City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Pacific Grove,US,36.62,-121.92,59.0,43,1,4.7,clear sky
364,Boddam,GB,57.47,-1.78,39.0,92,25,1.12,mist
365,Haverfordwest,GB,51.8,-4.97,54.0,93,100,2.24,overcast clouds
366,Pemangkat,ID,1.17,108.97,78.01,81,100,1.23,overcast clouds
367,Maniitsoq,GL,65.42,-52.9,25.45,85,100,10.54,overcast clouds
368,Vilyuysk,RU,63.76,121.62,-5.91,91,95,5.91,overcast clouds
369,Yumen,CN,40.28,97.2,18.07,82,0,6.8,clear sky
370,Genhe,CN,50.78,121.52,-4.7,89,95,2.59,overcast clouds
371,Timberlake,US,37.32,-79.26,62.6,36,1,3.36,clear sky
372,Tura,IN,25.52,90.22,61.93,66,0,4.32,clear sky
373,Teguise,ES,29.06,-13.56,68.0,68,20,6.93,few clouds
374,Porto Santo,PT,33.07,-16.34,60.8,55,40,19.46,scattered clouds
375,San Carlos De Bariloche,AR,-41.15,-71.31,59.0,54,75,28.86,shower rain
376,Savelugu,GH,9.62,-0.83,83.93,53,38,4.41,scattered clouds
377,Taybad,IR,34.74,60.78,43.54,62,100,15.55,overcast clouds
378,Cabo San Lucas,MX,22.89,-109.91,77.0,69,75,6.93,broken clouds
379,Nuevo Progreso,MX,23.17,-97.95,84.0,58,39,1.01,scattered clouds
380,Fukue,JP,32.69,128.84,51.24,67,88,15.55,overcast clouds
381,Yunyang,CN,33.45,112.71,36.82,80,3,3.76,clear sky
382,Hirara,JP,24.8,125.28,69.62,74,99,23.47,overcast clouds
383,Zhangye,CN,38.93,100.45,21.7,87,63,2.46,broken clouds
384,Ambanja,MG,-13.68,48.45,77.02,85,32,0.34,light rain
385,Emerald,AU,-23.53,148.17,68.0,77,2,5.82,clear sky
386,Cap-Aux-Meules,CA,47.38,-61.86,39.2,86,99,5.82,overcast clouds
387,Roblin,CA,51.23,-101.36,26.71,98,83,3.49,broken clouds
388,Ahuimanu,US,21.44,-157.84,78.8,69,20,13.87,few clouds
389,Husavik,IS,66.04,-17.34,35.6,59,75,12.75,broken clouds
390,Beira,MZ,-19.84,34.84,80.6,83,40,11.41,scattered clouds
391,Deniliquin,AU,-35.53,144.97,66.0,69,100,3.0,overcast clouds
392,Bambous Virieux,MU,-20.34,57.76,75.2,73,40,6.93,scattered clouds
393,Steinbach,DE,50.17,8.57,39.0,93,75,11.41,broken clouds
394,Seydi,TM,39.48,62.91,33.8,85,99,11.36,overcast clouds
395,Kinsale,IE,51.71,-8.53,51.01,100,90,10.29,mist
396,Lata,PT,40.16,-8.33,55.0,82,99,1.01,light rain
397,Vestmanna,FO,62.16,-7.17,39.2,100,89,9.28,light rain
398,Kautokeino,NO,69.01,23.04,25.11,96,100,16.53,overcast clouds
399,Hayden,US,47.77,-116.79,42.01,60,1,2.21,clear sky
400,Paracuru,BR,-3.41,-39.03,82.0,72,88,21.0,overcast clouds
401,Quatre Cocos,MU,-20.21,57.76,75.2,73,40,6.93,scattered clouds
402,Nehe,CN,48.48,124.83,9.12,85,0,3.89,clear sky
403,Conde,BR,-7.26,-34.91,86.0,58,20,18.34,few clouds
404,Shrigonda,IN,18.62,74.68,72.3,70,90,8.57,overcast clouds
405,Sola,VU,-13.88,167.55,79.38,85,48,16.89,light rain
406,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,80.24,68,85,10.78,overcast clouds
407,Talnakh,RU,69.49,88.4,8.6,92,90,22.37,light snow
408,Konevo,RU,62.12,39.32,13.84,96,15,4.25,few clouds
409,Omboue,GA,-1.57,9.26,76.26,87,100,5.01,overcast clouds
410,Saldanha,ZA,-33.01,17.94,62.6,72,0,20.8,clear sky
411,Hastings,GB,50.86,0.57,46.99,86,0,1.01,clear sky
412,Sorland,NO,67.67,12.69,45.99,77,100,30.62,overcast clouds
413,Santarem,BR,-2.44,-54.71,89.6,62,20,10.29,few clouds
414,Saint George,US,37.1,-113.58,37.4,34,1,0.87,clear sky
415,Bloemhof,ZA,-27.65,25.61,66.27,83,100,2.84,moderate rain
416,Port Hawkesbury,CA,45.62,-61.35,46.0,93,90,6.93,overcast clouds
417,Trabzon,TR,40.92,39.83,53.6,71,0,3.36,clear sky
418,Clinton,US,42.59,-82.92,46.0,45,40,9.17,scattered clouds
419,Dedza,MW,-14.38,34.33,67.93,62,51,3.36,broken clouds
420,Seddon,AU,-37.81,144.89,64.4,77,90,20.8,moderate rain
421,Palora,EC,-1.7,-77.93,68.0,94,90,11.41,thunderstorm with light rain
422,Paciran,ID,-6.88,112.38,78.19,88,100,4.85,overcast clouds
423,Neuquen,AR,-38.95,-68.06,86.0,19,0,4.7,clear sky
424,Luderitz,NA,-26.65,15.16,69.8,60,0,24.16,clear sky
425,Prabumulih,ID,-3.45,104.25,72.9,97,100,1.68,moderate rain
426,Souda,GR,35.48,24.07,55.4,93,20,3.47,few clouds
427,Dumas,US,35.87,-101.97,36.0,85,90,8.05,mist
428,Tabou,CI,4.42,-7.35,79.7,81,0,5.86,clear sky
429,Bulgan,MN,48.81,103.53,5.04,89,0,2.53,clear sky
430,Usinsk,RU,65.99,57.53,9.37,95,82,11.52,broken clouds
431,Aurora,US,39.73,-104.83,52.0,31,20,5.82,few clouds
432,Sale,MA,34.04,-6.82,62.01,82,40,5.82,scattered clouds
433,Olinda,BR,-8.01,-34.86,82.4,58,40,12.75,scattered clouds
434,Bokajan,IN,26.02,93.78,59.76,87,0,0.02,clear sky
435,Kant,IN,27.8,79.8,62.15,36,0,4.61,clear sky
436,Salinopolis,BR,-0.61,-47.36,83.79,72,100,12.68,overcast clouds
437,Albuquerque,US,35.08,-106.65,48.0,64,40,3.36,scattered clouds
438,Mayor Pablo Lagerenza,PY,-19.93,-60.77,98.89,31,49,11.99,scattered clouds
439,San Carlos,VE,9.66,-68.58,77.16,90,100,3.6,overcast clouds
440,Stornoway,GB,58.21,-6.39,45.0,87,28,6.93,scattered clouds
441,Eureka,US,40.8,-124.16,50.0,81,1,3.36,clear sky
442,Vila Franca Do Campo,PT,37.72,-25.43,53.6,66,40,12.75,scattered clouds
443,Wasilla,US,61.58,-149.44,37.4,47,20,18.34,few clouds
444,Popondetta,PG,-8.75,148.25,72.66,93,37,2.28,scattered clouds
445,Bathsheba,BB,13.22,-59.52,84.2,74,40,13.87,scattered clouds
446,Maceio,BR,-9.67,-35.74,84.2,54,40,13.87,scattered clouds
447,Havelock,US,34.88,-76.9,64.99,77,20,3.31,few clouds
448,San Rafael Del Sur,NI,11.85,-86.44,87.8,58,20,13.87,few clouds
449,Voi,KE,-3.39,38.56,73.96,83,100,5.26,light rain
450,Puerto Madryn,AR,-42.77,-65.04,62.92,40,98,18.28,overcast clouds
451,Sri Aman,MY,1.24,111.46,73.4,100,93,1.12,overcast clouds
452,Viedma,AR,-40.81,-63.0,82.0,36,44,4.0,scattered clouds
453,Nhulunbuy,AU,-12.23,136.77,77.0,83,43,0.63,scattered clouds
454,Sao Filipe,CV,14.9,-24.5,75.7,72,100,8.46,overcast clouds
455,Fairbanks,US,64.84,-147.72,-0.4,77,75,3.27,broken clouds
456,Kasempa,ZM,-13.46,25.83,66.52,86,78,0.11,broken clouds
457,Camacha,PT,33.08,-16.33,60.8,55,40,19.46,scattered clouds
458,Huescar,ES,37.81,-2.54,46.0,74,7,1.01,clear sky
459,Rocha,UY,-34.48,-54.33,79.84,67,80,13.0,broken clouds
460,Mansa,IN,29.98,75.38,61.41,29,98,3.49,overcast clouds
461,Mehamn,NO,71.04,27.85,35.6,82,100,14.5,light rain
462,Kargasok,RU,59.06,80.86,2.75,94,53,4.21,broken clouds
463,Chicama,PE,-7.84,-79.15,68.0,77,30,13.87,scattered clouds
464,Yaan,NG,7.38,8.57,83.68,30,13,3.11,few clouds
465,Lopsmarka,NO,67.31,14.45,42.8,70,75,10.29,broken clouds
466,Batemans Bay,AU,-35.72,150.18,68.0,75,100,5.99,overcast clouds
467,Atbasar,KZ,51.8,68.33,10.92,94,100,10.87,overcast clouds
468,Ninghai,CN,29.29,121.42,50.0,95,99,1.01,overcast clouds
469,Guymon,US,36.68,-101.48,37.4,93,90,14.99,mist
470,Port-Cartier,CA,50.03,-66.87,34.0,86,50,1.12,scattered clouds
471,Rawson,AR,-43.3,-65.1,61.2,41,71,10.11,broken clouds
472,Ishim,RU,56.11,69.49,4.89,94,100,5.3,overcast clouds
473,Dukat,RU,62.55,155.55,-13.41,89,100,3.87,overcast clouds
474,Korla,CN,41.76,86.15,29.03,81,93,5.53,overcast clouds
475,Pavilosta,LV,56.89,21.19,37.4,93,100,6.93,overcast clouds
476,Jinchang,CN,38.5,102.17,23.25,82,7,2.86,clear sky
477,Rundu,NA,-17.93,19.77,72.41,75,99,3.65,light rain
478,Mareeba,AU,-17.0,145.43,75.2,83,75,5.82,broken clouds
479,Yulara,AU,-25.24,130.99,84.2,35,0,8.05,clear sky
480,Lamesa,US,32.74,-101.95,45.0,81,90,11.41,overcast clouds
481,Nampula,MZ,-15.12,39.27,80.6,65,75,6.93,broken clouds
482,Olafsvik,IS,64.89,-23.71,37.2,80,100,12.86,light rain
483,Novobureyskiy,RU,49.8,129.88,5.2,93,100,5.41,overcast clouds
484,Goderich,CA,43.75,-81.72,39.2,64,97,13.87,overcast clouds
485,Kawalu,ID,-7.38,108.21,72.36,90,100,2.13,moderate rain
486,Hambantota,LK,6.12,81.12,73.4,100,20,1.12,few clouds
487,Mombasa,KE,-4.05,39.66,80.6,88,75,5.48,broken clouds
488,Gazojak,TM,41.19,61.4,31.3,90,0,11.03,clear sky
489,Khash,IR,28.22,61.22,48.15,46,90,4.79,overcast clouds
490,Maarianhamina,AX,60.1,19.93,33.8,80,90,3.36,overcast clouds
491,Nabire,ID,-3.37,135.48,77.31,83,100,3.78,moderate rain
492,Krasnyy Oktyabr,RU,56.12,38.88,32.38,98,100,4.41,overcast clouds
493,Doha,QA,25.29,51.53,77.0,65,0,6.93,clear sky
494,Wanning,CN,18.8,110.4,70.11,79,98,16.71,overcast clouds
495,Mount Gambier,AU,-37.83,140.77,53.6,87,90,13.87,overcast clouds
496,Grand Gaube,MU,-20.01,57.66,73.99,81,8,5.99,light rain
497,Otradnaya,RU,44.39,41.52,36.32,79,0,5.64,clear sky
498,Halmstad,SE,56.67,12.86,35.01,89,0,4.7,clear sky
499,Hukuntsi,BW,-24.0,21.75,78.39,47,100,15.95,overcast clouds
500,Alta Floresta,BR,-9.88,-56.09,90.99,46,93,4.81,overcast clouds
501,Cullman,US,34.17,-86.84,60.01,66,1,9.17,clear sky
502,La Ronge,CA,55.1,-105.28,19.4,79,100,9.17,overcast clouds
503,Brecksville,US,41.32,-81.63,44.01,64,0,8.19,clear sky
504,Kavaratti,IN,10.57,72.64,82.17,72,32,8.55,scattered clouds
505,Price,US,39.6,-110.81,35.6,37,1,4.7,clear sky
506,Werda,BW,-25.27,23.28,75.36,52,2,2.66,clear sky
507,Soloneshnoye,RU,51.65,84.32,22.17,83,76,3.85,broken clouds
508,Macusani,PE,-14.08,-70.43,48.63,62,96,8.77,light rain
509,Barra Patuca,HN,15.8,-84.28,80.91,80,58,6.87,light rain
510,Jalu,LY,29.03,21.55,61.5,49,100,10.87,overcast clouds
511,Villarrica,PY,-25.75,-56.43,96.62,34,65,7.54,broken clouds
512,Okahandja,NA,-21.98,16.92,78.8,23,100,3.36,overcast clouds
513,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,12.2,85,0,8.95,clear sky
514,Pishin,PK,30.58,67.0,50.41,38,53,1.23,broken clouds
515,Sept-Iles,CA,50.2,-66.38,34.0,86,59,1.12,light rain
516,Paita,PE,-5.09,-81.11,78.8,57,0,14.99,clear sky
517,Krasnopillya,UA,50.77,35.26,42.6,91,100,14.43,light rain
518,Vila Do Maio,CV,15.13,-23.22,77.0,65,75,13.87,broken clouds
519,Lieksa,FI,63.32,30.02,24.6,97,16,7.02,few clouds
520,Buala,SB,-8.14,159.59,81.5,75,92,3.58,overcast clouds
521,Matane,CA,48.83,-67.52,37.99,6,94,2.1,overcast clouds
522,Ust-Ishim,RU,57.69,71.17,1.89,93,12,4.27,few clouds
523,Saskylakh,RU,71.92,114.08,9.88,93,66,12.57,broken clouds
524,Thinadhoo,MV,0.53,72.93,82.38,70,100,7.43,overcast clouds
525,Novo Aripuana,BR,-5.12,-60.38,87.03,69,100,1.05,overcast clouds
526,Choix,MX,26.71,-108.32,83.93,26,100,3.71,overcast clouds
527,Kapoeta,SS,4.77,33.59,82.74,48,0,5.41,clear sky
528,Portimao,PT,37.14,-8.54,59.0,93,20,12.75,few clouds
529,Gobabis,NA,-22.45,18.97,80.6,42,37,5.82,scattered clouds
530,Minab,IR,27.15,57.08,64.4,72,75,2.24,broken clouds
531,Manitouwadge,CA,49.12,-85.84,35.6,90,75,4.7,broken clouds
532,Yauya,PE,-8.98,-77.3,60.8,49,100,7.99,light rain
533,Ostrovnoy,RU,68.05,39.51,30.06,95,53,27.18,broken clouds
534,Geraldton,AU,-28.77,114.6,57.2,71,90,10.29,overcast clouds
535,Mukhen,RU,48.1,136.1,11.12,89,90,9.13,overcast clouds
536,Shakhtinsk,KZ,49.71,72.59,15.8,78,75,11.18,light snow
537,Panzhihua,CN,26.59,101.71,57.65,56,93,3.94,overcast clouds
538,Wagga Wagga,AU,-35.12,147.37,78.8,50,100,11.41,overcast clouds
539,Tagusao,PH,9.19,117.81,79.48,75,100,2.53,overcast clouds
540,Armidale,AU,-30.52,151.65,63.34,54,92,7.7,overcast clouds
541,Tomatlan,MX,19.93,-105.25,89.82,50,0,5.88,clear sky
542,Zyryanka,RU,65.75,150.85,-3.51,92,99,7.74,overcast clouds
543,Anito,PH,12.45,125.29,78.24,86,94,8.77,overcast clouds
544,Gravdal,NO,68.12,13.5,45.48,77,73,28.81,light rain
545,Catamarca,AR,-28.47,-65.79,93.0,53,9,1.99,clear sky
546,Langsa,ID,4.47,97.97,75.07,93,100,0.72,heavy intensity rain
547,Ammon,US,43.47,-111.97,24.8,73,1,11.41,clear sky
548,Barinas,VE,8.62,-70.21,78.04,80,100,2.77,overcast clouds
549,Oka,CA,45.46,-74.09,42.01,86,100,5.82,overcast clouds
550,Merauke,ID,-8.47,140.33,78.51,82,73,6.04,light rain
551,Valley City,US,46.92,-98.0,50.0,34,1,14.99,clear sky
552,Adiake,CI,5.29,-3.3,80.6,88,75,3.36,broken clouds
553,Marl,DE,51.65,7.08,39.0,96,10,1.99,clear sky
554,Lovozero,RU,68.0,35.01,22.69,96,100,6.35,overcast clouds
555,Deer Lake,CA,49.17,-57.43,42.8,93,90,2.24,light intensity drizzle
556,Chingirlau,KZ,51.09,54.08,25.39,98,98,7.31,overcast clouds
557,Malanje,AO,-9.54,16.34,66.99,95,100,1.12,moderate rain
558,Talaya,RU,61.38,152.75,-5.84,89,99,4.36,overcast clouds
559,Flinders,AU,-34.58,150.86,84.0,50,100,8.01,overcast clouds
560,Zhangjiakou,CN,40.81,114.88,19.24,84,100,2.8,overcast clouds
561,Henties Bay,NA,-22.12,14.28,61.0,85,0,5.99,clear sky
562,Tibati,CM,6.47,12.63,77.07,29,100,6.06,overcast clouds
563,Tilzapotla,MX,18.48,-99.27,80.6,36,5,4.7,clear sky
564,Chinchani,IN,19.87,72.7,79.61,57,40,9.62,scattered clouds
565,Atherton,GB,53.52,-2.49,46.99,84,100,3.0,overcast clouds
566,Casper,US,42.87,-106.31,50.0,32,1,28.86,clear sky
567,Kumylzhenskaya,RU,49.88,42.59,34.0,94,92,4.0,overcast clouds
568,Oranjestad,AW,12.52,-70.03,84.2,74,40,17.22,scattered clouds
569,Sisimiut,GL,66.94,-53.67,19.53,86,100,11.99,overcast clouds
570,Ballina,AU,-28.87,153.57,68.0,88,0,6.93,clear sky
571,Montorio Al Vomano,IT,42.58,13.64,50.0,93,88,5.82,mist
572,Xichang,CN,27.9,102.26,46.94,74,99,0.67,overcast clouds
573,Skjervoy,NO,70.03,20.97,43.79,70,100,9.93,light rain
574,Marsh Harbour,BS,26.54,-77.06,75.47,65,11,6.42,few clouds
575,Kamiiso,JP,41.82,140.65,34.2,87,69,8.3,broken clouds
576,Guayaramerin,BO,-10.84,-65.36,87.8,62,75,11.41,shower rain
577,Broome,US,42.25,-75.83,44.01,66,90,14.99,overcast clouds
578,Zonguldak,TR,41.25,31.83,43.54,59,0,4.72,clear sky
579,Gonbad-E Qabus,IR,37.25,55.17,46.4,81,75,3.91,broken clouds
580,Wangqing,CN,43.32,129.76,10.8,89,100,1.81,overcast clouds
581,Elizabeth City,US,36.29,-76.25,63.0,72,1,9.17,clear sky
582,Soe,ID,-9.86,124.28,68.92,92,91,3.06,overcast clouds
583,Ketchikan,US,55.34,-131.65,39.2,93,90,25.28,light rain
584,Niksic,ME,42.77,18.94,55.4,93,0,1.12,clear sky
585,Sayat,TM,38.78,63.88,32.0,69,100,4.7,overcast clouds
586,Makakilo City,US,21.35,-158.09,75.2,73,1,3.36,clear sky
587,Urambo,TZ,-5.07,32.05,74.39,61,73,2.21,broken clouds
588,Erzin,TR,36.96,36.2,57.0,65,94,8.99,overcast clouds
589,Port Keats,AU,-14.25,129.55,82.47,83,0,4.9,clear sky
590,Kysyl-Syr,RU,63.9,122.76,-4.88,90,99,6.85,overcast clouds
591,Paamiut,GL,61.99,-49.67,32.56,96,100,22.35,snow
592,Peabiru,BR,-23.91,-52.34,95.0,36,40,6.93,scattered clouds
593,Keokuk,US,40.4,-91.38,53.6,46,1,12.75,clear sky
594,Torremolinos,ES,36.62,-4.5,61.0,82,75,2.24,broken clouds
595,Seoul,KR,37.57,126.98,32.0,50,90,3.8,overcast clouds
596,Dunedin,NZ,-45.87,170.5,53.01,76,32,23.0,scattered clouds
597,Yagodnoye,RU,62.55,149.67,-0.58,90,100,2.77,light snow
598,Novobirilyussy,RU,56.95,90.67,8.19,93,0,4.94,clear sky
599,Miyazu,JP,35.53,135.18,43.21,90,98,2.33,overcast clouds
600,Salalah,OM,17.02,54.09,78.8,65,75,2.24,broken clouds
601,San Francisco,US,37.77,-122.42,57.0,50,20,5.82,few clouds
602,Phalodi,IN,27.13,72.37,60.03,31,0,4.21,clear sky
603,Paro,BT,27.43,89.41,42.06,45,0,5.41,clear sky
604,Asau,RO,46.43,26.4,34.0,88,100,2.35,overcast clouds
605,Stirion,GR,38.4,22.72,51.01,71,100,4.0,overcast clouds
606,Yuanping,CN,38.72,112.76,21.79,85,13,3.04,few clouds
607,Khuzhir,RU,53.19,107.34,17.76,89,88,10.0,overcast clouds
608,Visp,CH,46.29,7.88,36.0,39,5,4.88,clear sky
609,Gamba,GA,-2.65,10.0,76.5,85,100,4.61,overcast clouds
610,Pangody,RU,65.85,74.49,-2.27,92,0,9.53,clear sky
611,Aripuana,BR,-9.17,-60.63,93.69,43,100,2.95,light rain
612,Kota Tinggi,MY,1.74,103.9,78.8,88,20,2.24,few clouds
613,Huarmey,PE,-10.07,-78.15,73.31,61,16,11.92,few clouds
614,Taoudenni,ML,22.68,-3.98,64.11,28,100,2.21,overcast clouds
615,Bedford,GB,52.13,-0.47,48.99,100,90,8.05,mist
616,Platanos,GR,37.67,21.62,53.6,76,40,3.36,scattered clouds
617,College,US,64.86,-147.8,-0.4,77,75,3.58,broken clouds
618,Vryburg,ZA,-26.96,24.73,59.97,88,100,14.0,heavy intensity rain
619,Kichera,RU,55.94,110.1,4.17,83,41,5.7,scattered clouds
620,Banda Aceh,ID,5.56,95.32,77.81,81,99,3.11,moderate rain
621,Rondonopolis,BR,-16.47,-54.64,96.78,29,58,7.45,broken clouds
622,Lunenburg,CA,44.38,-64.32,50.0,100,100,9.17,overcast clouds
623,Asosa,ET,10.07,34.53,68.32,34,0,5.53,clear sky
624,Port Hedland,AU,-20.32,118.57,78.8,88,0,4.7,clear sky
625,Burriana,ES,39.89,-0.09,55.99,82,95,5.06,overcast clouds
626,Valledupar,CO,10.46,-73.25,86.74,64,31,4.72,light rain
627,Mayo,US,38.89,-76.51,60.01,50,40,8.05,scattered clouds
628,Solvychegodsk,RU,61.33,46.92,15.33,96,3,5.57,clear sky
629,Mogapi,BW,-22.32,27.83,73.4,88,75,4.7,broken clouds
630,Finnsnes,NO,69.23,17.98,32.0,87,100,24.16,overcast clouds
631,Lucea,JM,18.45,-78.17,82.99,78,20,14.99,few clouds
632,San Policarpo,PH,12.18,125.51,80.67,82,64,10.45,broken clouds
633,Granada,ES,37.25,-3.25,46.99,81,12,3.0,few clouds
634,Sawang Daen Din,TH,17.48,103.46,71.01,75,2,7.38,clear sky
635,Hapur,IN,28.72,77.78,57.2,67,0,3.89,haze
636,Novi Troyany,UA,45.94,28.86,36.7,87,100,4.63,overcast clouds
637,Asyut,EG,27.18,31.18,60.8,63,0,6.93,clear sky
638,Nyagan,RU,62.14,65.39,9.18,95,0,2.44,clear sky
639,Sal Rei,CV,16.18,-22.92,77.0,57,75,16.11,broken clouds
640,Mayumba,GA,-3.43,10.66,76.62,85,47,3.87,scattered clouds
641,Fuyang,CN,32.9,115.82,37.27,87,98,3.33,overcast clouds
642,Hay River,CA,60.82,-115.8,1.4,77,0,5.82,clear sky
643,Gornyy,RU,55.12,83.91,6.06,91,0,5.57,clear sky
644,Necochea,AR,-38.55,-58.74,73.0,74,100,15.3,light rain
645,Aljezur,PT,37.32,-8.8,58.87,76,96,11.32,overcast clouds
646,Nuuk,GL,64.18,-51.72,26.6,68,75,2.24,broken clouds
647,Tombouctou,ML,20.0,-3.0,70.47,23,0,5.32,clear sky
648,Bunol,ES,39.42,-0.78,55.4,87,20,6.46,few clouds
649,Te Anau,NZ,-45.42,167.72,47.21,86,32,0.2,scattered clouds
650,Lethem,GY,3.38,-59.8,93.0,46,99,6.78,overcast clouds
651,Algiers,DZ,36.75,3.04,55.4,93,40,11.41,light rain
652,Port Hardy,CA,50.7,-127.42,44.6,81,40,6.93,scattered clouds
653,Victoria Point,AU,-27.58,153.3,72.0,73,0,4.0,clear sky
654,Mao,ES,39.89,4.27,59.0,77,40,9.17,scattered clouds
655,Burnie,AU,-41.07,145.92,53.01,98,100,11.01,moderate rain
656,Churachandpur,IN,24.33,93.67,54.19,89,0,1.52,clear sky
657,Katsuura,JP,35.13,140.3,50.0,44,75,12.75,broken clouds
658,Bud,US,39.45,-86.18,46.0,45,1,4.54,clear sky
659,Wukari,NG,7.85,9.78,81.09,27,0,0.92,clear sky
660,Mogadishu,SO,2.04,45.34,80.56,66,0,16.26,clear sky
661,Vostok,RU,46.49,135.88,2.34,94,100,4.79,overcast clouds
662,Cockburn Town,TC,21.46,-71.14,80.6,61,20,8.05,few clouds
663,Anadyr,RU,64.75,177.48,3.2,84,0,2.24,clear sky
664,Hot Springs,US,34.5,-93.06,55.99,37,1,9.17,clear sky
665,Poltavka,RU,54.37,71.76,7.68,95,100,10.87,overcast clouds
666,Kulhudhuffushi,MV,6.62,73.07,82.4,66,96,5.3,overcast clouds
667,Aberdeen,GB,57.14,-2.1,32.0,92,30,1.12,mist
668,Manado,ID,1.49,124.85,75.2,100,40,2.24,scattered clouds
669,Cabo Rojo,PR,18.09,-67.15,84.99,70,19,3.0,few clouds
670,Rantauprapat,ID,2.1,99.83,75.04,89,100,1.61,overcast clouds
671,Ardakan,IR,32.31,54.02,42.8,93,90,6.93,light intensity drizzle
672,Imeni Poliny Osipenko,RU,52.42,136.49,6.6,95,100,3.13,overcast clouds
673,Guye,CN,39.73,118.42,23.36,74,62,2.06,broken clouds
674,Cowra,AU,-33.83,148.68,68.0,59,99,3.0,overcast clouds
675,Ciudad Bolivar,VE,8.12,-63.55,90.16,50,95,6.11,overcast clouds
676,Darhan,MN,49.49,105.92,6.04,92,35,4.45,scattered clouds
677,Mangrol,IN,21.12,70.12,74.64,38,0,14.34,clear sky
678,Makokou,GA,0.57,12.86,71.85,93,100,1.88,overcast clouds
679,San Marcos,US,33.14,-117.17,71.01,15,1,2.19,clear sky
680,Calama,CL,-22.47,-68.93,77.0,12,0,26.4,clear sky
681,Thabazimbi,ZA,-24.59,27.41,71.01,79,0,7.31,clear sky
682,Rudraprayag,IN,30.28,78.98,54.61,36,8,4.16,clear sky
683,Guilin,CN,25.28,110.29,44.6,81,40,4.47,mist
684,Cumpas,MX,29.98,-109.78,65.7,24,0,6.58,clear sky
685,Martapura,ID,-3.42,114.85,78.8,100,90,4.7,thunderstorm
686,Vinh,VN,18.67,105.67,68.95,85,100,11.05,overcast clouds
687,Yerbogachen,RU,61.28,108.01,-12.91,89,73,4.03,broken clouds
688,Bom Jesus,BR,-9.07,-44.36,86.85,50,100,5.66,overcast clouds
